"ward_code","ward_name","ward_english_name","ward_level","province_code","province_name","_record_date"
"19309",Xã Trường Phú,,Xã,"44",Tỉnh Quảng Trị,2026-05-14
"19318",Xã Kim Ngân,,Xã,"44",Tỉnh Quảng Trị,2026-05-14
"1933",Xã Đồng Phúc,,Xã,"19",Tỉnh Thái Nguyên,2026-05-14
"19333",Phường Đông Hà,,Phường,"44",Tỉnh Quảng Trị,2026-05-14
"19351",Phường Nam Đông Hà,,Phường,"44",Tỉnh Quảng Trị,2026-05-14
"1936",Xã Nà Phặc,,Xã,"19",Tỉnh Thái Nguyên,2026-05-14
"19360",Phường Quảng Trị,,Phường,"44",Tỉnh Quảng Trị,2026-05-14
"19363",Xã Vĩnh Linh,,Xã,"44",Tỉnh Quảng Trị,2026-05-14
"19366",Xã Bến Quan,,Xã,"44",Tỉnh Quảng Trị,2026-05-14
"19372",Xã Vĩnh Hoàng,,Xã,"44",Tỉnh Quảng Trị,2026-05-14
"19405",Xã Vĩnh Thủy,,Xã,"44",Tỉnh Quảng Trị,2026-05-14
"19414",Xã Cửa Tùng,,Xã,"44",Tỉnh Quảng Trị,2026-05-14
"1942",Xã Bằng Vân,,Xã,"19",Tỉnh Thái Nguyên,2026-05-14
"19429",Xã Khe Sanh,,Xã,"44",Tỉnh Quảng Trị,2026-05-14
"19432",Xã Lao Bảo,,Xã,"44",Tỉnh Quảng Trị,2026-05-14
"19435",Xã Hướng Lập,,Xã,"44",Tỉnh Quảng Trị,2026-05-14
"19441",Xã Hướng Phùng,,Xã,"44",Tỉnh Quảng Trị,2026-05-14
"19462",Xã Tân Lập,,Xã,"44",Tỉnh Quảng Trị,2026-05-14
"19483",Xã A Dơi,,Xã,"44",Tỉnh Quảng Trị,2026-05-14
"19489",Xã Lìa,,Xã,"44",Tỉnh Quảng Trị,2026-05-14
"19495",Xã Gio Linh,,Xã,"44",Tỉnh Quảng Trị,2026-05-14
"19496",Xã Cửa Việt,Cua Viet town,Xã,"44",Tỉnh Quảng Trị,2026-05-14
"19501",Xã Bến Hải,,Xã,"44",Tỉnh Quảng Trị,2026-05-14
"19537",Xã Cồn Tiên,,Xã,"44",Tỉnh Quảng Trị,2026-05-14
"1954",Xã Ngân Sơn,,Xã,"19",Tỉnh Thái Nguyên,2026-05-14
"19555",Xã Hướng Hiệp,,Xã,"44",Tỉnh Quảng Trị,2026-05-14
"19564",Xã Đakrông,,Xã,"44",Tỉnh Quảng Trị,2026-05-14
"19567",Xã Ba Lòng,,Xã,"44",Tỉnh Quảng Trị,2026-05-14
"1957",Xã Thượng Quan,,Xã,"19",Tỉnh Thái Nguyên,2026-05-14
"19588",Xã Tà Rụt,,Xã,"44",Tỉnh Quảng Trị,2026-05-14
"19594",Xã La Lay,,Xã,"44",Tỉnh Quảng Trị,2026-05-14
"19597",Xã Cam Lộ,,Xã,"44",Tỉnh Quảng Trị,2026-05-14
"1960",Xã Hiệp Lực,,Xã,"19",Tỉnh Thái Nguyên,2026-05-14
"19603",Xã Hiếu Giang,,Xã,"44",Tỉnh Quảng Trị,2026-05-14
"19624",Xã Triệu Phong,,Xã,"44",Tỉnh Quảng Trị,2026-05-14
"19639",Xã Nam Cửa Việt,,Xã,"44",Tỉnh Quảng Trị,2026-05-14
"19645",Xã Triệu Bình,,Xã,"44",Tỉnh Quảng Trị,2026-05-14
"19654",Xã Triệu Cơ,,Xã,"44",Tỉnh Quảng Trị,2026-05-14
"19669",Xã Ái Tử,,Xã,"44",Tỉnh Quảng Trị,2026-05-14
"19681",Xã Diên Sanh,,Xã,"44",Tỉnh Quảng Trị,2026-05-14
"1969",Xã Phủ Thông,,Xã,"19",Tỉnh Thái Nguyên,2026-05-14
"19699",Xã Vĩnh Định,,Xã,"44",Tỉnh Quảng Trị,2026-05-14
"19702",Xã Hải Lăng,,Xã,"44",Tỉnh Quảng Trị,2026-05-14
"19735",Xã Nam Hải Lăng,,Xã,"44",Tỉnh Quảng Trị,2026-05-14
"19741",Xã Mỹ Thủy,,Xã,"44",Tỉnh Quảng Trị,2026-05-14
"19742",Đặc khu Cồn Cỏ,,Đặc khu,"44",Tỉnh Quảng Trị,2026-05-14
"19753",Phường Phú Xuân,,Phường,"46",Thành phố Huế,2026-05-14
"19774",Phường Kim Long,,Phường,"46",Thành phố Huế,2026-05-14
"19777",Phường Vỹ Dạ,,Phường,"46",Thành phố Huế,2026-05-14
"19789",Phường Thuận Hóa,,Phường,"46",Thành phố Huế,2026-05-14
"19804",Phường Hương An,,Phường,"46",Thành phố Huế,2026-05-14
"1981",Xã Vĩnh Thông,,Xã,"19",Tỉnh Thái Nguyên,2026-05-14
"19813",Phường Thủy Xuân,,Phường,"46",Thành phố Huế,2026-05-14
"19815",Phường An Cựu,,Phường,"46",Thành phố Huế,2026-05-14
"19819",Phường Phong Điền,,Phường,"46",Thành phố Huế,2026-05-14
"19828",Phường Phong Phú,,Phường,"46",Thành phố Huế,2026-05-14
"19831",Phường Phong Dinh,,Phường,"46",Thành phố Huế,2026-05-14
"19858",Phường Phong Thái,,Phường,"46",Thành phố Huế,2026-05-14
"19867",Xã Quảng Điền,,Xã,"46",Thành phố Huế,2026-05-14
"19873",Phường Phong Quảng,,Phường,"46",Thành phố Huế,2026-05-14
"19885",Xã Đan Điền,,Xã,"46",Thành phố Huế,2026-05-14
"199",Phường Láng,,Phường,"1",Thành phố Hà Nội,2026-05-14
"19900",Phường Thuận An,,Phường,"46",Thành phố Huế,2026-05-14
"19909",Phường Dương Nỗ,,Phường,"46",Thành phố Huế,2026-05-14
"19918",Xã Phú Hồ,,Xã,"46",Thành phố Huế,2026-05-14
"19930",Phường Mỹ Thượng,,Phường,"46",Thành phố Huế,2026-05-14
"19942",Xã Phú Vang,,Xã,"46",Thành phố Huế,2026-05-14
"19945",Xã Phú Vinh,,Xã,"46",Thành phố Huế,2026-05-14
"19960",Phường Phú Bài,,Phường,"46",Thành phố Huế,2026-05-14
"19969",Phường Thanh Thủy,,Phường,"46",Thành phố Huế,2026-05-14
"19975",Phường Hương Thủy,,Phường,"46",Thành phố Huế,2026-05-14
"19996",Phường Hương Trà,,Phường,"46",Thành phố Huế,2026-05-14
"20014",Phường Hóa Châu,,Phường,"46",Thành phố Huế,2026-05-14
"20017",Phường Kim Trà,,Phường,"46",Thành phố Huế,2026-05-14
"20035",Xã Bình Điền,,Xã,"46",Thành phố Huế,2026-05-14
"20044",Xã A Lưới 2,,Xã,"46",Thành phố Huế,2026-05-14
"20050",Xã A Lưới 5,,Xã,"46",Thành phố Huế,2026-05-14
"20056",Xã A Lưới 1,,Xã,"46",Thành phố Huế,2026-05-14
"20071",Xã A Lưới 3,,Xã,"46",Thành phố Huế,2026-05-14
"2008",Xã Cẩm Giàng,,Xã,"19",Tỉnh Thái Nguyên,2026-05-14
"20101",Xã A Lưới 4,,Xã,"46",Thành phố Huế,2026-05-14
"20107",Xã Phú Lộc,,Xã,"46",Thành phố Huế,2026-05-14
"20122",Xã Vinh Lộc,,Xã,"46",Thành phố Huế,2026-05-14
"20131",Xã Hưng Lộc,,Xã,"46",Thành phố Huế,2026-05-14
"20137",Xã Chân Mây - Lăng Cô,,Xã,"46",Thành phố Huế,2026-05-14
"2014",Xã Bạch Thông,,Xã,"19",Tỉnh Thái Nguyên,2026-05-14
"20140",Xã Lộc An,,Xã,"46",Thành phố Huế,2026-05-14
"20161",Xã Khe Tre,,Xã,"46",Thành phố Huế,2026-05-14
"20179",Xã Nam Đông,,Xã,"46",Thành phố Huế,2026-05-14
"20182",Xã Long Quảng,,Xã,"46",Thành phố Huế,2026-05-14
"20194",Phường Hải Vân,Hoa Hiep Bac Commune,Phường,"48",Thành phố Đà Nẵng,2026-05-14
"20197",Phường Liên Chiểu,Hoa Khanh Bac Commune,Phường,"48",Thành phố Đà Nẵng,2026-05-14
"2020",Xã Chợ Đồn,,Xã,"19",Tỉnh Thái Nguyên,2026-05-14
"20200",Phường Hòa Khánh,,Phường,"48",Thành phố Đà Nẵng,2026-05-14
"20209",Phường Thanh Khê,,Phường,"48",Thành phố Đà Nẵng,2026-05-14
"20242",Phường Hải Châu,,Phường,"48",Thành phố Đà Nẵng,2026-05-14
"20257",Phường Hòa Cường,Hoa Cuong Bac Commune,Phường,"48",Thành phố Đà Nẵng,2026-05-14
"2026",Xã Nam Cường,,Xã,"19",Tỉnh Thái Nguyên,2026-05-14
"20260",Phường Cẩm Lệ,,Phường,"48",Thành phố Đà Nẵng,2026-05-14
"20263",Phường Sơn Trà,,Phường,"48",Thành phố Đà Nẵng,2026-05-14
"20275",Phường An Hải,,Phường,"48",Thành phố Đà Nẵng,2026-05-14
"20285",Phường Ngũ Hành Sơn,Khue My Commune,Phường,"48",Thành phố Đà Nẵng,2026-05-14
"20305",Phường An Khê,,Phường,"48",Thành phố Đà Nẵng,2026-05-14
"20308",Xã Bà Nà,,Xã,"48",Thành phố Đà Nẵng,2026-05-14
"20314",Phường Hòa Xuân,,Phường,"48",Thành phố Đà Nẵng,2026-05-14
"20320",Xã Hòa Vang,,Xã,"48",Thành phố Đà Nẵng,2026-05-14
"20332",Xã Hòa Tiến,,Xã,"48",Thành phố Đà Nẵng,2026-05-14
"20333",Đặc khu Hoàng Sa,,Đặc khu,"48",Thành phố Đà Nẵng,2026-05-14
"20335",Phường Bàn Thạch,,Phường,"48",Thành phố Đà Nẵng,2026-05-14
"20341",Phường Tam Kỳ,,Phường,"48",Thành phố Đà Nẵng,2026-05-14
"20350",Phường Hương Trà,,Phường,"48",Thành phố Đà Nẵng,2026-05-14
"20356",Phường Quảng Phú,,Phường,"48",Thành phố Đà Nẵng,2026-05-14
"20364",Xã Chiên Đàn,,Xã,"48",Thành phố Đà Nẵng,2026-05-14
"2038",Xã Quảng Bạch,,Xã,"19",Tỉnh Thái Nguyên,2026-05-14
"20380",Xã Tây Hồ,,Xã,"48",Thành phố Đà Nẵng,2026-05-14
"20392",Xã Phú Ninh,,Xã,"48",Thành phố Đà Nẵng,2026-05-14
