"ward_code","ward_name","ward_english_name","ward_level","province_code","province_name","_record_date"
"10003",Xã Tây Phương,,Xã,"1",Thành phố Hà Nội,2026-05-14
"10015",Phường Chương Mỹ,,Phường,"1",Thành phố Hà Nội,2026-05-14
"10030",Xã Phú Nghĩa,,Xã,"1",Thành phố Hà Nội,2026-05-14
"10045",Xã Xuân Mai,,Xã,"1",Thành phố Hà Nội,2026-05-14
"1006",Xã Yên Cường,,Xã,"8",Tỉnh Tuyên Quang,2026-05-14
"10072",Xã Quảng Bị,,Xã,"1",Thành phố Hà Nội,2026-05-14
"10081",Xã Trần Phú ,,Xã,"1",Thành phố Hà Nội,2026-05-14
"10096",Xã Hòa Phú ,,Xã,"1",Thành phố Hà Nội,2026-05-14
"10114",Xã Thanh Oai,,Xã,"1",Thành phố Hà Nội,2026-05-14
"1012",Xã Đường Hồng,,Xã,"8",Tỉnh Tuyên Quang,2026-05-14
"10126",Xã Bình Minh ,,Xã,"1",Thành phố Hà Nội,2026-05-14
"10144",Xã Tam Hưng,,Xã,"1",Thành phố Hà Nội,2026-05-14
"10180",Xã Dân Hòa ,,Xã,"1",Thành phố Hà Nội,2026-05-14
"10183",Xã Thường Tín,,Xã,"1",Thành phố Hà Nội,2026-05-14
"1021",Xã Hoàng Su Phì,,Xã,"8",Tỉnh Tuyên Quang,2026-05-14
"10210",Xã Hồng Vân,,Xã,"1",Thành phố Hà Nội,2026-05-14
"10231",Xã Thượng Phúc,,Xã,"1",Thành phố Hà Nội,2026-05-14
"10237",Xã Chương Dương,,Xã,"1",Thành phố Hà Nội,2026-05-14
"1024",Xã Bản Máy,,Xã,"8",Tỉnh Tuyên Quang,2026-05-14
"10273",Xã Phú Xuyên,,Xã,"1",Thành phố Hà Nội,2026-05-14
"10279",Xã Phượng Dực,,Xã,"1",Thành phố Hà Nội,2026-05-14
"103",Phường Tây Hồ,,Phường,"1",Thành phố Hà Nội,2026-05-14
"1033",Xã Thàng Tín,,Xã,"8",Tỉnh Tuyên Quang,2026-05-14
"10330",Xã Chuyên Mỹ,,Xã,"1",Thành phố Hà Nội,2026-05-14
"10342",Xã Đại Xuyên,,Xã,"1",Thành phố Hà Nội,2026-05-14
"10354",Xã Vân Đình,,Xã,"1",Thành phố Hà Nội,2026-05-14
"10369",Xã Ứng Thiên,,Xã,"1",Thành phố Hà Nội,2026-05-14
"10402",Xã Ứng Hòa,,Xã,"1",Thành phố Hà Nội,2026-05-14
"10417",Xã Hòa Xá,,Xã,"1",Thành phố Hà Nội,2026-05-14
"10441",Xã Mỹ Đức,,Xã,"1",Thành phố Hà Nội,2026-05-14
"10459",Xã Phúc Sơn,,Xã,"1",Thành phố Hà Nội,2026-05-14
"10465",Xã Hồng Sơn,,Xã,"1",Thành phố Hà Nội,2026-05-14
"10489",Xã Hương Sơn,,Xã,"1",Thành phố Hà Nội,2026-05-14
"10507",Phường Thành Đông,,Phường,"31",Thành phố Hải Phòng,2026-05-14
"1051",Xã Tân Tiến,,Xã,"8",Tỉnh Tuyên Quang,2026-05-14
"10525",Phường Hải Dương,,Phường,"31",Thành phố Hải Phòng,2026-05-14
"10532",Phường Lê Thanh Nghị,,Phường,"31",Thành phố Hải Phòng,2026-05-14
"10537",Phường Tân Hưng,,Phường,"31",Thành phố Hải Phòng,2026-05-14
"10543",Phường Việt Hòa,,Phường,"31",Thành phố Hải Phòng,2026-05-14
"10546",Phường Chí Linh,,Phường,"31",Thành phố Hải Phòng,2026-05-14
"10549",Phường Chu Văn An,,Phường,"31",Thành phố Hải Phòng,2026-05-14
"10552",Phường Nguyễn Trãi,,Phường,"31",Thành phố Hải Phòng,2026-05-14
"1057",Xã Pờ Ly Ngài,,Xã,"8",Tỉnh Tuyên Quang,2026-05-14
"10570",Phường Trần Hưng Đạo,,Phường,"31",Thành phố Hải Phòng,2026-05-14
"10573",Phường Trần Nhân Tông,,Phường,"31",Thành phố Hải Phòng,2026-05-14
"10603",Phường Lê Đại Hành,,Phường,"31",Thành phố Hải Phòng,2026-05-14
"10606",Xã Nam Sách,,Xã,"31",Thành phố Hải Phòng,2026-05-14
"10615",Xã Hợp Tiến,,Xã,"31",Thành phố Hải Phòng,2026-05-14
"10633",Xã Trần Phú,,Xã,"31",Thành phố Hải Phòng,2026-05-14
"10642",Xã Thái Tân,,Xã,"31",Thành phố Hải Phòng,2026-05-14
"10645",Xã An Phú,,Xã,"31",Thành phố Hải Phòng,2026-05-14
"10660",Phường Ái Quốc,,Phường,"31",Thành phố Hải Phòng,2026-05-14
"10675",Phường Kinh Môn,,Phường,"31",Thành phố Hải Phòng,2026-05-14
"10678",Phường Bắc An Phụ,,Phường,"31",Thành phố Hải Phòng,2026-05-14
"10705",Xã Nam An Phụ,,Xã,"31",Thành phố Hải Phòng,2026-05-14
"10714",Phường Nhị Chiểu,,Phường,"31",Thành phố Hải Phòng,2026-05-14
"10726",Phường Phạm Sư Mạnh,,Phường,"31",Thành phố Hải Phòng,2026-05-14
"10729",Phường Trần Liễu,,Phường,"31",Thành phố Hải Phòng,2026-05-14
"10744",Phường Nguyễn Đại Năng,,Phường,"31",Thành phố Hải Phòng,2026-05-14
"1075",Xã Nậm Dịch,,Xã,"8",Tỉnh Tuyên Quang,2026-05-14
"10750",Xã Phú Thái,,Xã,"31",Thành phố Hải Phòng,2026-05-14
"10756",Xã Lai Khê,,Xã,"31",Thành phố Hải Phòng,2026-05-14
"10792",Xã An Thành,,Xã,"31",Thành phố Hải Phòng,2026-05-14
"10804",Xã Kim Thành,,Xã,"31",Thành phố Hải Phòng,2026-05-14
"10813",Xã Thanh Hà,,Xã,"31",Thành phố Hải Phòng,2026-05-14
"10816",Xã Hà Bắc,,Xã,"31",Thành phố Hải Phòng,2026-05-14
"10837",Phường Nam Đồng,,Phường,"31",Thành phố Hải Phòng,2026-05-14
"1084",Xã Hồ Thầu,,Xã,"8",Tỉnh Tuyên Quang,2026-05-14
"10843",Xã Hà Nam,,Xã,"31",Thành phố Hải Phòng,2026-05-14
"10846",Xã Hà Tây,,Xã,"31",Thành phố Hải Phòng,2026-05-14
"10882",Xã Hà Đông,,Xã,"31",Thành phố Hải Phòng,2026-05-14
"10888",Xã Cẩm Giang,,Xã,"31",Thành phố Hải Phòng,2026-05-14
"10891",Phường Tứ Minh,,Phường,"31",Thành phố Hải Phòng,2026-05-14
"1090",Xã Thông Nguyên,,Xã,"8",Tỉnh Tuyên Quang,2026-05-14
"10903",Xã Cẩm Giàng,,Xã,"31",Thành phố Hải Phòng,2026-05-14
"10909",Xã Tuệ Tĩnh,,Xã,"31",Thành phố Hải Phòng,2026-05-14
"10930",Xã Mao Điền,,Xã,"31",Thành phố Hải Phòng,2026-05-14
"10945",Xã Kẻ Sặt,,Xã,"31",Thành phố Hải Phòng,2026-05-14
"1096",Xã Pà Vầy Sủ,,Xã,"8",Tỉnh Tuyên Quang,2026-05-14
"10966",Xã Bình Giang,,Xã,"31",Thành phố Hải Phòng,2026-05-14
"10972",Xã Đường An,,Xã,"31",Thành phố Hải Phòng,2026-05-14
"10993",Xã Thượng Hồng,,Xã,"31",Thành phố Hải Phòng,2026-05-14
"10999",Xã Gia Lộc,,Xã,"31",Thành phố Hải Phòng,2026-05-14
"11002",Phường Thạch Khôi,,Phường,"31",Thành phố Hải Phòng,2026-05-14
"11020",Xã Yết Kiêu,,Xã,"31",Thành phố Hải Phòng,2026-05-14
"11050",Xã Gia Phúc,,Xã,"31",Thành phố Hải Phòng,2026-05-14
"11065",Xã Trường Tân,,Xã,"31",Thành phố Hải Phòng,2026-05-14
"11074",Xã Tứ Kỳ,,Xã,"31",Thành phố Hải Phòng,2026-05-14
"1108",Xã Xín Mần,,Xã,"8",Tỉnh Tuyên Quang,2026-05-14
"11086",Xã Đại Sơn,,Xã,"31",Thành phố Hải Phòng,2026-05-14
"11113",Xã Tân Kỳ,,Xã,"31",Thành phố Hải Phòng,2026-05-14
"11131",Xã Chí Minh,,Xã,"31",Thành phố Hải Phòng,2026-05-14
"11140",Xã Lạc Phượng,,Xã,"31",Thành phố Hải Phòng,2026-05-14
"11146",Xã Nguyên Giáp,,Xã,"31",Thành phố Hải Phòng,2026-05-14
"11164",Xã Vĩnh Lại,,Xã,"31",Thành phố Hải Phòng,2026-05-14
"11167",Xã Tân An,,Xã,"31",Thành phố Hải Phòng,2026-05-14
"1117",Xã Trung Thịnh,,Xã,"8",Tỉnh Tuyên Quang,2026-05-14
"11203",Xã Ninh Giang,,Xã,"31",Thành phố Hải Phòng,2026-05-14
"11218",Xã Hồng Châu,,Xã,"31",Thành phố Hải Phòng,2026-05-14
"11224",Xã Khúc Thừa Dụ,,Xã,"31",Thành phố Hải Phòng,2026-05-14
"11239",Xã Thanh Miện,,Xã,"31",Thành phố Hải Phòng,2026-05-14
"11242",Xã Nguyễn Lương Bằng,,Xã,"31",Thành phố Hải Phòng,2026-05-14
"11254",Xã Bắc Thanh Miện,,Xã,"31",Thành phố Hải Phòng,2026-05-14
"11257",Xã Hải Hưng,,Xã,"31",Thành phố Hải Phòng,2026-05-14
"11284",Xã Nam Thanh Miện,,Xã,"31",Thành phố Hải Phòng,2026-05-14
"11311",Phường Hồng Bàng,,Phường,"31",Thành phố Hải Phòng,2026-05-14
"11329",Phường Ngô Quyền,,Phường,"31",Thành phố Hải Phòng,2026-05-14
"11359",Phường Gia Viên,,Phường,"31",Thành phố Hải Phòng,2026-05-14
"11383",Phường Lê Chân,,Phường,"31",Thành phố Hải Phòng,2026-05-14
"11407",Phường An Biên,,Phường,"31",Thành phố Hải Phòng,2026-05-14
"1141",Xã Nấm Dẩn,,Xã,"8",Tỉnh Tuyên Quang,2026-05-14
"11411",Phường Đông Hải,,Phường,"31",Thành phố Hải Phòng,2026-05-14
"11413",Phường Hải An,,Phường,"31",Thành phố Hải Phòng,2026-05-14
"1144",Xã Quảng Nguyên,,Xã,"8",Tỉnh Tuyên Quang,2026-05-14
"11443",Phường Kiến An,,Phường,"31",Thành phố Hải Phòng,2026-05-14
"11446",Phường Phù Liễn,,Phường,"31",Thành phố Hải Phòng,2026-05-14
"11455",Phường Đồ Sơn,,Phường,"31",Thành phố Hải Phòng,2026-05-14
"1147",Xã Khuôn Lùng,,Xã,"8",Tỉnh Tuyên Quang,2026-05-14
"11473",Phường Bạch Đằng,,Phường,"31",Thành phố Hải Phòng,2026-05-14
"11488",Phường Lưu Kiếm,,Phường,"31",Thành phố Hải Phòng,2026-05-14
"11503",Xã Việt Khê,,Xã,"31",Thành phố Hải Phòng,2026-05-14
"11506",Phường Lê Ích Mộc,,Phường,"31",Thành phố Hải Phòng,2026-05-14
"1153",Xã Bắc Quang,,Xã,"8",Tỉnh Tuyên Quang,2026-05-14
"11533",Phường Hòa Bình,,Phường,"31",Thành phố Hải Phòng,2026-05-14
"11542",Phường Nam Triệu,,Phường,"31",Thành phố Hải Phòng,2026-05-14
"11557",Phường Thiên Hương,,Phường,"31",Thành phố Hải Phòng,2026-05-14
"1156",Xã Vĩnh Tuy,,Xã,"8",Tỉnh Tuyên Quang,2026-05-14
"11560",Phường Thủy Nguyên,,Phường,"31",Thành phố Hải Phòng,2026-05-14
"11581",Phường An Dương,,Phường,"31",Thành phố Hải Phòng,2026-05-14
"11593",Phường An Phong,,Phường,"31",Thành phố Hải Phòng,2026-05-14
"11602",Phường Hồng An,,Phường,"31",Thành phố Hải Phòng,2026-05-14
"11617",Phường An Hải,,Phường,"31",Thành phố Hải Phòng,2026-05-14
"11629",Xã An Lão,,Xã,"31",Thành phố Hải Phòng,2026-05-14
"11635",Xã An Trường,,Xã,"31",Thành phố Hải Phòng,2026-05-14
"11647",Xã An Quang,,Xã,"31",Thành phố Hải Phòng,2026-05-14
"1165",Xã Đồng Tâm,,Xã,"8",Tỉnh Tuyên Quang,2026-05-14
"11668",Xã An Khánh,,Xã,"31",Thành phố Hải Phòng,2026-05-14
"11674",Xã An Hưng,,Xã,"31",Thành phố Hải Phòng,2026-05-14
"11680",Xã Kiến Thụy,,Xã,"31",Thành phố Hải Phòng,2026-05-14
"11689",Phường Hưng Đạo,,Phường,"31",Thành phố Hải Phòng,2026-05-14
"11692",Phường Dương Kinh,,Phường,"31",Thành phố Hải Phòng,2026-05-14
"1171",Xã Tân Quang,,Xã,"8",Tỉnh Tuyên Quang,2026-05-14
"11713",Xã Nghi Dương,,Xã,"31",Thành phố Hải Phòng,2026-05-14
"11725",Xã Kiến Minh,,Xã,"31",Thành phố Hải Phòng,2026-05-14
"11728",Xã Kiến Hưng,,Xã,"31",Thành phố Hải Phòng,2026-05-14
"11737",Phường Nam Đồ Sơn,,Phường,"31",Thành phố Hải Phòng,2026-05-14
"11749",Xã Kiến Hải,,Xã,"31",Thành phố Hải Phòng,2026-05-14
"11755",Xã Tiên Lãng,,Xã,"31",Thành phố Hải Phòng,2026-05-14
"11761",Xã Quyết Thắng,,Xã,"31",Thành phố Hải Phòng,2026-05-14
"11779",Xã Tân Minh,,Xã,"31",Thành phố Hải Phòng,2026-05-14
"11791",Xã Tiên Minh,,Xã,"31",Thành phố Hải Phòng,2026-05-14
"118",Phường Bồ Đề,,Phường,"1",Thành phố Hà Nội,2026-05-14
"1180",Xã Bằng Hành,,Xã,"8",Tỉnh Tuyên Quang,2026-05-14
"11806",Xã Chấn Hưng,,Xã,"31",Thành phố Hải Phòng,2026-05-14
"11809",Xã Hùng Thắng,,Xã,"31",Thành phố Hải Phòng,2026-05-14
"11824",Xã Vĩnh Bảo,,Xã,"31",Thành phố Hải Phòng,2026-05-14
"11836",Xã Vĩnh Thịnh,,Xã,"31",Thành phố Hải Phòng,2026-05-14
"11842",Xã Vĩnh Thuận,,Xã,"31",Thành phố Hải Phòng,2026-05-14
"11848",Xã Vĩnh Hòa,,Xã,"31",Thành phố Hải Phòng,2026-05-14
"11875",Xã Vĩnh Hải,,Xã,"31",Thành phố Hải Phòng,2026-05-14
"11887",Xã Vĩnh Am,,Xã,"31",Thành phố Hải Phòng,2026-05-14
"11911",Xã Nguyễn Bỉnh Khiêm,,Xã,"31",Thành phố Hải Phòng,2026-05-14
"11914",Đặc khu Cát Hải,,Đặc khu,"31",Thành phố Hải Phòng,2026-05-14
"1192",Xã Liên Hiệp,,Xã,"8",Tỉnh Tuyên Quang,2026-05-14
"11948",Đặc khu Bạch Long Vĩ,,Đặc khu,"31",Thành phố Hải Phòng,2026-05-14
"11953",Phường Phố Hiến,,Phường,"33",Tỉnh Hưng Yên,2026-05-14
"11977",Xã Tân Hưng,,Xã,"33",Tỉnh Hưng Yên,2026-05-14
"11980",Phường Hồng Châu,,Phường,"33",Tỉnh Hưng Yên,2026-05-14
"11983",Phường Sơn Nam,,Phường,"33",Tỉnh Hưng Yên,2026-05-14
"11992",Xã Lạc Đạo,,Xã,"33",Tỉnh Hưng Yên,2026-05-14
"11995",Xã Đại Đồng,,Xã,"33",Tỉnh Hưng Yên,2026-05-14
"12004",Xã Như Quỳnh,,Xã,"33",Tỉnh Hưng Yên,2026-05-14
"1201",Xã Hùng An,,Xã,"8",Tỉnh Tuyên Quang,2026-05-14
"12019",Xã Văn Giang,,Xã,"33",Tỉnh Hưng Yên,2026-05-14
"12025",Xã Phụng Công,,Xã,"33",Tỉnh Hưng Yên,2026-05-14
"12031",Xã Nghĩa Trụ,,Xã,"33",Tỉnh Hưng Yên,2026-05-14
"12049",Xã Mễ Sở,,Xã,"33",Tỉnh Hưng Yên,2026-05-14
"12064",Xã Nguyễn Văn Linh,,Xã,"33",Tỉnh Hưng Yên,2026-05-14
"12070",Xã Hoàn Long,,Xã,"33",Tỉnh Hưng Yên,2026-05-14
"12073",Xã Yên Mỹ,,Xã,"33",Tỉnh Hưng Yên,2026-05-14
"12091",Xã Việt Yên,,Xã,"33",Tỉnh Hưng Yên,2026-05-14
"12103",Phường Mỹ Hào,,Phường,"33",Tỉnh Hưng Yên,2026-05-14
"12127",Phường Thượng Hồng,,Phường,"33",Tỉnh Hưng Yên,2026-05-14
"12133",Phường Đường Hào,,Phường,"33",Tỉnh Hưng Yên,2026-05-14
"12142",Xã Ân Thi,,Xã,"33",Tỉnh Hưng Yên,2026-05-14
"12148",Xã Phạm Ngũ Lão,,Xã,"33",Tỉnh Hưng Yên,2026-05-14
"1216",Xã Đồng Yên,,Xã,"8",Tỉnh Tuyên Quang,2026-05-14
"12166",Xã Xuân Trúc,,Xã,"33",Tỉnh Hưng Yên,2026-05-14
"12184",Xã Nguyễn Trãi,,Xã,"33",Tỉnh Hưng Yên,2026-05-14
"12196",Xã Hồng Quang,,Xã,"33",Tỉnh Hưng Yên,2026-05-14
"12205",Xã Khoái Châu,,Xã,"33",Tỉnh Hưng Yên,2026-05-14
"12223",Xã Triệu Việt Vương,,Xã,"33",Tỉnh Hưng Yên,2026-05-14
"12238",Xã Việt Tiến,,Xã,"33",Tỉnh Hưng Yên,2026-05-14
"12247",Xã Châu Ninh,,Xã,"33",Tỉnh Hưng Yên,2026-05-14
"1225",Xã Tiên Nguyên,,Xã,"8",Tỉnh Tuyên Quang,2026-05-14
"12271",Xã Chí Minh,,Xã,"33",Tỉnh Hưng Yên,2026-05-14
"12280",Xã Lương Bằng,,Xã,"33",Tỉnh Hưng Yên,2026-05-14
"12286",Xã Nghĩa Dân,,Xã,"33",Tỉnh Hưng Yên,2026-05-14
"12313",Xã Đức Hợp,,Xã,"33",Tỉnh Hưng Yên,2026-05-14
"12322",Xã Hiệp Cường,,Xã,"33",Tỉnh Hưng Yên,2026-05-14
"12337",Xã Hoàng Hoa Thám,,Xã,"33",Tỉnh Hưng Yên,2026-05-14
"1234",Xã Yên Thành,,Xã,"8",Tỉnh Tuyên Quang,2026-05-14
"12361",Xã Tiên Hoa,,Xã,"33",Tỉnh Hưng Yên,2026-05-14
"12364",Xã Tiên Lữ,,Xã,"33",Tỉnh Hưng Yên,2026-05-14
"1237",Xã Quang Bình,,Xã,"8",Tỉnh Tuyên Quang,2026-05-14
"12391",Xã Quang Hưng,,Xã,"33",Tỉnh Hưng Yên,2026-05-14
"12406",Xã Đoàn Đào,,Xã,"33",Tỉnh Hưng Yên,2026-05-14
"12424",Xã Tiên Tiến,,Xã,"33",Tỉnh Hưng Yên,2026-05-14
"12427",Xã Tống Trân,,Xã,"33",Tỉnh Hưng Yên,2026-05-14
"1243",Xã Tân Trịnh,,Xã,"8",Tỉnh Tuyên Quang,2026-05-14
"12452",Phường Trần Hưng Đạo,,Phường,"33",Tỉnh Hưng Yên,2026-05-14
"12454",Phường Trần Lãm,,Phường,"33",Tỉnh Hưng Yên,2026-05-14
"1246",Xã Bằng Lang,,Xã,"8",Tỉnh Tuyên Quang,2026-05-14
"12466",Phường Vũ Phúc,,Phường,"33",Tỉnh Hưng Yên,2026-05-14
"12472",Xã Quỳnh Phụ,,Xã,"33",Tỉnh Hưng Yên,2026-05-14
"12499",Xã A Sào,,Xã,"33",Tỉnh Hưng Yên,2026-05-14
"12511",Xã Minh Thọ,,Xã,"33",Tỉnh Hưng Yên,2026-05-14
"12517",Xã Ngọc Lâm,,Xã,"33",Tỉnh Hưng Yên,2026-05-14
"12523",Xã Phụ Dực,An Bai town,Xã,"33",Tỉnh Hưng Yên,2026-05-14
"12526",Xã Đồng Bằng,,Xã,"33",Tỉnh Hưng Yên,2026-05-14
"12532",Xã Nguyễn Du,,Xã,"33",Tỉnh Hưng Yên,2026-05-14
"1255",Xã Xuân Giang,,Xã,"8",Tỉnh Tuyên Quang,2026-05-14
"12577",Xã Quỳnh An,,Xã,"33",Tỉnh Hưng Yên,2026-05-14
"12583",Xã Tân Tiến,,Xã,"33",Tỉnh Hưng Yên,2026-05-14
"12586",Xã Hưng Hà,,Xã,"33",Tỉnh Hưng Yên,2026-05-14
"12595",Xã Ngự Thiên,,Xã,"33",Tỉnh Hưng Yên,2026-05-14
"1261",Xã Tiên Yên,,Xã,"8",Tỉnh Tuyên Quang,2026-05-14
"12613",Xã Long Hưng,Hung Nhan town,Xã,"33",Tỉnh Hưng Yên,2026-05-14
"12619",Xã Diên Hà,,Xã,"33",Tỉnh Hưng Yên,2026-05-14
"12631",Xã Thần Khê,,Xã,"33",Tỉnh Hưng Yên,2026-05-14
"12634",Xã Tiên La,,Xã,"33",Tỉnh Hưng Yên,2026-05-14
"12676",Xã Lê Quý Đôn,,Xã,"33",Tỉnh Hưng Yên,2026-05-14
"12685",Xã Hồng Minh,,Xã,"33",Tỉnh Hưng Yên,2026-05-14
"12688",Xã Đông Hưng,,Xã,"33",Tỉnh Hưng Yên,2026-05-14
"12694",Xã Bắc Đông Hưng,,Xã,"33",Tỉnh Hưng Yên,2026-05-14
"127",Phường Việt Hưng,,Phường,"1",Thành phố Hà Nội,2026-05-14
"12700",Xã Bắc Tiên Hưng,,Xã,"33",Tỉnh Hưng Yên,2026-05-14
"1273",Phường Thục Phán,,Phường,"4",Tỉnh Cao Bằng,2026-05-14
"12736",Xã Đông Tiên Hưng,,Xã,"33",Tỉnh Hưng Yên,2026-05-14
"12745",Xã Bắc Đông Quan,,Xã,"33",Tỉnh Hưng Yên,2026-05-14
"12754",Xã Tiên Hưng,,Xã,"33",Tỉnh Hưng Yên,2026-05-14
"12763",Xã Nam Tiên Hưng,,Xã,"33",Tỉnh Hưng Yên,2026-05-14
"12775",Xã Nam Đông Hưng,,Xã,"33",Tỉnh Hưng Yên,2026-05-14
"1279",Phường Nùng Trí Cao,,Phường,"4",Tỉnh Cao Bằng,2026-05-14
"12793",Xã Đông Quan,,Xã,"33",Tỉnh Hưng Yên,2026-05-14
"12817",Phường Trà Lý,,Phường,"33",Tỉnh Hưng Yên,2026-05-14
"12826",Xã Thái Thụy,,Xã,"33",Tỉnh Hưng Yên,2026-05-14
"12850",Xã Tây Thụy Anh,,Xã,"33",Tỉnh Hưng Yên,2026-05-14
"12859",Xã Bắc Thụy Anh,,Xã,"33",Tỉnh Hưng Yên,2026-05-14
"12862",Xã Đông Thụy Anh,,Xã,"33",Tỉnh Hưng Yên,2026-05-14
"12865",Xã Thụy Anh,,Xã,"33",Tỉnh Hưng Yên,2026-05-14
"1288",Phường Tân Giang,,Phường,"4",Tỉnh Cao Bằng,2026-05-14
"1290",Xã Bảo Lâm,,Xã,"4",Tỉnh Cao Bằng,2026-05-14
"12904",Xã Nam Thụy Anh,,Xã,"33",Tỉnh Hưng Yên,2026-05-14
"12916",Xã Bắc Thái Ninh,,Xã,"33",Tỉnh Hưng Yên,2026-05-14
"12919",Xã Tây Thái Ninh,,Xã,"33",Tỉnh Hưng Yên,2026-05-14
"12922",Xã Thái Ninh,,Xã,"33",Tỉnh Hưng Yên,2026-05-14
"1294",Xã Lý Bôn,,Xã,"4",Tỉnh Cao Bằng,2026-05-14
"12943",Xã Đông Thái Ninh,,Xã,"33",Tỉnh Hưng Yên,2026-05-14
"12961",Xã Nam Thái Ninh,,Xã,"33",Tỉnh Hưng Yên,2026-05-14
"1297",Xã Nam Quang,,Xã,"4",Tỉnh Cao Bằng,2026-05-14
"12970",Xã Tiền Hải,,Xã,"33",Tỉnh Hưng Yên,2026-05-14
"12988",Xã Đông Tiền Hải,,Xã,"33",Tỉnh Hưng Yên,2026-05-14
"13003",Xã Đồng Châu,,Xã,"33",Tỉnh Hưng Yên,2026-05-14
"13021",Xã Ái Quốc,,Xã,"33",Tỉnh Hưng Yên,2026-05-14
"13039",Xã Tây Tiền Hải,,Xã,"33",Tỉnh Hưng Yên,2026-05-14
"1304",Xã Quảng Lâm,Thach Lam commune,Xã,"4",Tỉnh Cao Bằng,2026-05-14
"13057",Xã Nam Cường,,Xã,"33",Tỉnh Hưng Yên,2026-05-14
"13063",Xã Nam Tiền Hải,,Xã,"33",Tỉnh Hưng Yên,2026-05-14
"13066",Xã Hưng Phú,,Xã,"33",Tỉnh Hưng Yên,2026-05-14
"13075",Xã Kiến Xương,,Xã,"33",Tỉnh Hưng Yên,2026-05-14
"13093",Xã Trà Giang,,Xã,"33",Tỉnh Hưng Yên,2026-05-14
"13096",Xã Bình Nguyên,,Xã,"33",Tỉnh Hưng Yên,2026-05-14
"13120",Xã Lê Lợi,,Xã,"33",Tỉnh Hưng Yên,2026-05-14
"13132",Xã Quang Lịch,,Xã,"33",Tỉnh Hưng Yên,2026-05-14
"13141",Xã Vũ Quý,,Xã,"33",Tỉnh Hưng Yên,2026-05-14
"13159",Xã Hồng Vũ,,Xã,"33",Tỉnh Hưng Yên,2026-05-14
"1318",Xã Yên Thổ,,Xã,"4",Tỉnh Cao Bằng,2026-05-14
"13183",Xã Bình Thanh,,Xã,"33",Tỉnh Hưng Yên,2026-05-14
"13186",Xã Bình Định,,Xã,"33",Tỉnh Hưng Yên,2026-05-14
"13192",Xã Vũ Thư,,Xã,"33",Tỉnh Hưng Yên,2026-05-14
"1321",Xã Bảo Lạc,,Xã,"4",Tỉnh Cao Bằng,2026-05-14
"13219",Xã Vạn Xuân,,Xã,"33",Tỉnh Hưng Yên,2026-05-14
"13222",Xã Thư Trì,,Xã,"33",Tỉnh Hưng Yên,2026-05-14
"13225",Phường Thái Bình,,Phường,"33",Tỉnh Hưng Yên,2026-05-14
"1324",Xã Cốc Pàng,,Xã,"4",Tỉnh Cao Bằng,2026-05-14
"13246",Xã Tân Thuận,,Xã,"33",Tỉnh Hưng Yên,2026-05-14
"13264",Xã Thư Vũ,,Xã,"33",Tỉnh Hưng Yên,2026-05-14
"1327",Xã Cô Ba,,Xã,"4",Tỉnh Cao Bằng,2026-05-14
"13279",Xã Vũ Tiên,,Xã,"33",Tỉnh Hưng Yên,2026-05-14
"13285",Phường Phủ Lý,,Phường,"37",Tỉnh Ninh Bình,2026-05-14
"13291",Phường Phù Vân,,Phường,"37",Tỉnh Ninh Bình,2026-05-14
"13318",Phường Châu Sơn,,Phường,"37",Tỉnh Ninh Bình,2026-05-14
"13324",Phường Duy Tiên,,Phường,"37",Tỉnh Ninh Bình,2026-05-14
"13330",Phường Duy Tân,,Phường,"37",Tỉnh Ninh Bình,2026-05-14
"13336",Phường Duy Hà,,Phường,"37",Tỉnh Ninh Bình,2026-05-14
"13348",Phường Đồng Văn,,Phường,"37",Tỉnh Ninh Bình,2026-05-14
"1336",Xã Khánh Xuân,,Xã,"4",Tỉnh Cao Bằng,2026-05-14
"13363",Phường Tiên Sơn,,Phường,"37",Tỉnh Ninh Bình,2026-05-14
"13366",Phường Hà Nam,,Phường,"37",Tỉnh Ninh Bình,2026-05-14
"13384",Phường Kim Bảng,,Phường,"37",Tỉnh Ninh Bình,2026-05-14
"1339",Xã Xuân Trường,,Xã,"4",Tỉnh Cao Bằng,2026-05-14
"13393",Phường Lê Hồ,,Phường,"37",Tỉnh Ninh Bình,2026-05-14
"13396",Phường Nguyễn Uý,,Phường,"37",Tỉnh Ninh Bình,2026-05-14
"13402",Phường Kim Thanh,,Phường,"37",Tỉnh Ninh Bình,2026-05-14
"13420",Phường Tam Chúc,,Phường,"37",Tỉnh Ninh Bình,2026-05-14
"13435",Phường Lý Thường Kiệt,,Phường,"37",Tỉnh Ninh Bình,2026-05-14
"13444",Phường Liêm Tuyền,,Phường,"37",Tỉnh Ninh Bình,2026-05-14
"13456",Xã Liêm Hà,,Xã,"37",Tỉnh Ninh Bình,2026-05-14
"13474",Xã Tân Thanh,,Xã,"37",Tỉnh Ninh Bình,2026-05-14
"13483",Xã Thanh Bình,,Xã,"37",Tỉnh Ninh Bình,2026-05-14
"13489",Xã Thanh Lâm,,Xã,"37",Tỉnh Ninh Bình,2026-05-14
"13495",Xã Thanh Liêm,,Xã,"37",Tỉnh Ninh Bình,2026-05-14
"13501",Xã Bình Mỹ,,Xã,"37",Tỉnh Ninh Bình,2026-05-14
"13504",Xã Bình Lục,,Xã,"37",Tỉnh Ninh Bình,2026-05-14
